applicant_id,business_name,sector,vintage_months,gst_filing_regularity,gst_turnover_growth,gst_itc_mismatch_rate,upi_avg_daily_inflow,upi_inflow_volatility,upi_customer_concentration,aa_avg_balance,aa_bounce_rate,aa_existing_emi_ratio,bureau_thin_signal,default_12m
MSME2185,"Mane, Sane and Sami",Agri-trade,55,0.948,0.088,0.246,11945.54,0.318,0.366,73739.71,0.325,0.075,0.067,1
MSME2186,"Natt, Ghose and Garde",Wholesale Trade,80,0.73,0.058,0.208,27635.68,0.139,0.465,29365.84,0.22,0.137,0.789,0
MSME2187,Shenoy-Patla,Retail/Kirana,72,0.815,-0.302,0.224,31438.99,0.267,0.058,80784.09,0.088,0.163,0.546,0
MSME2188,Badami-Gokhale,Agri-trade,46,0.662,-0.011,0.188,8187.48,0.442,0.142,30583.4,0.198,0.256,0.762,1
MSME2189,Aggarwal Ltd,Manufacturing,48,0.767,0.028,0.052,9179.13,0.099,0.175,24038.18,0.075,0.017,0.328,0
MSME2190,Lad-Kamdar,Auto components,48,0.801,-0.045,0.311,19100.14,0.07,0.176,66832.59,0.171,0.141,0.449,0
MSME2191,Dhar Group,Agri-trade,8,0.908,-0.093,0.314,21436.46,0.208,0.668,61600.51,0.082,0.078,0.496,0
MSME2192,Dhar Group,Food & Beverage,46,0.921,-0.105,0.177,5438.4,0.278,0.222,68393.8,0.272,0.125,0.53,0
MSME2193,Chakrabarti and Sons,Manufacturing,90,0.558,0.177,0.275,22173.88,0.281,0.296,74203.95,0.043,0.254,0.265,0
MSME2194,Hegde Ltd,Food & Beverage,19,0.594,-0.028,0.469,10632.35,0.507,0.059,25596.68,0.111,0.288,0.961,0
MSME2195,"Dora, Kari and Dutt",Agri-trade,82,0.668,0.151,0.042,14194.28,0.203,0.226,34355.39,0.216,0.43,0.255,0
MSME2196,Chaudhary-Bahl,Wholesale Trade,71,0.815,0.005,0.097,37597.84,0.247,0.453,63808.2,0.143,0.17,0.611,1
MSME2197,Bumb LLC,Agri-trade,58,0.853,0.108,0.168,22663.31,0.188,0.181,126180.89,0.326,0.087,0.436,0
MSME2198,"Kapur, Din and Comar",Food & Beverage,45,0.742,0.311,0.415,13165.12,0.253,0.104,73252.94,0.162,0.098,0.157,0
MSME2199,"Raj, Dash and Bajaj",Agri-trade,47,0.462,0.062,0.094,18432.08,0.104,0.121,31379.75,0.009,0.344,0.189,0
